user,comment,time,votes
@prokras8609,oh itu sangat mungkin... seorang guru kan? SEORANG? (maaf 😁),1 day ago,0
@desywijaya1091,Amiin,1 day ago,0
@yuyun-s8k,Bisa aja tpi hrus sebanding dgn kualitas guru nya,1 day ago,0
@Marcianody,kata pak puur kan bisa tapi pertumbuhan ekonomi diatas 6%,21 hours ago,0
@bsjkf-e8t9j,"gen z alay ""ngApaiN seKoLah""",1 day ago,0
@anggarekza6701,"Ini bukan podcast, ini kuliah buat org2 awam kyak saya. Terima kasih ilmunya pak",2 hours ago,0
@rahmansyahmancha2526,"Sy suka perbincangan filsafat dan masuk pada tokoh ekonom antara Milton Friedman dan pembandingx adalah  John Maynard Keynes (Keynesian). Moment ini sangat berharga krn klo liat dr kedua figur ini kelihatan menjadikan Milton Friedman sebagai idola mereka, sebagai  pendukung kuat kapitalisme pasar bebas, kebebasan individu, dan peran pemerintah yang terbatas dalam ekonomi.. Tapi apapun kiblatx, integritas ekonom akan diuji pada perekonomian yg dibangun tetap  dipergunakan utk kepentingan dan  kemakmuran Rakyat.. terima kasih diskusix 🙏",1 day ago,1
@muhamadgunawanVolten,"Endgame Pak gita ini salah satu platform mencerdaskan anak bangsa , teruskan pak , masyarakat masih mengharapkan orang orang seperti pak gita, pak pur",22 hours ago,0
@gembil0890,Terima kasih utk POTCAST  BERKELAS ini ! 🙏🙏🙏👍👍👍🇲🇨,2 hours ago,0
@ansorisinyoazka,Semoga apa yang pak purbaya perjuangkan untuk kemajuan indonesia bisa terwujud.,12 hours ago,0
@riyandi-ex7nn,Thank you pak tontonan mewah,4 hours ago,0
@gg_farm1749,"Seorang sopir seperti saya bisa mendengarkan obrolan orang"" hebat ini👍",23 hours ago,1
@triyatnofauzy08,Terimakasih pak Purbaya atas ilmunya dan terimakasih pak Gita..,23 hours ago,1
@YusufWibisonoBelanda,Mantep .. Barokallah👍,4 hours ago,0
@cartoonrcy1879,"Ini baru podcast yg bener"" membangun cara berfikir rakyat, tentu semua by data",8 hours ago,0
@riskaruli7702,"Tontonan brilian 👍👍 sampai terharu. Krna nyaksiin 2 org cerdas.
Bisa menyampaikan informasi level tinggi tapi mudah dicerna masyarakat biasa 👍",8 hours ago,0
@Giraswarasta,matur nuwun,7 hours ago,0
@rarasitimukarramah8492,Obrolan yg memberi angin segar untuk masa depan ekonomi Indonesia.,21 hours ago,0
@antsemut4450,"Keren neh, sampai bahas dunia pendidikan",20 hours ago,0
@chairawaty9070,Dapat tontonan ekslusif buat segala kalangan terima kasih endgame pak gita,7 hours ago,0
@difadhkhaaura9342,"Setelah menonton mendengarkan menyimak obrolan dua orang ini, betapa sedihnya ketika masih ada pejabat yang melakukan KORUPSI. Betapa Indonesia bisa maju andai semua berpikir utk ""Kemajuan Indonesia""",15 hours ago,1
@akbarmahardhika2982,Yang ditunggu-tunggu 🔥❤‍🔥,1 day ago,1
@salemahmad3805,"Pak Purbaya,, seorang menteri yg cerdas dan bener2 mikirin rakyat.. 
Pak Gita,, thank you !!",20 hours ago,0
@abialdi4247,Ini yg d tggu2❤❤❤❤,20 hours ago,0
@Wahyoedi08,"Kita bukan cuma kekurangan orang pinter, tapi juga kekurangan orang jujur",1 hour ago,0
@andikapanji7520,"Tolong perbanyak tontonan seperti ini, saya suka",1 day ago,1
@yudhaashwin8963,"Coba pemimpin negri ini 90% seperti pak Purbaya, semaju apa negri ini❤❤",22 hours ago,1
@dewadurja,terimakasih pak gita.,20 hours ago,0
@SabrangPinileh-bs6sl,Saya bahagia mendengar pendidikan akan dirubah menjadi lebih baik ❤❤❤🎉🎉🎉🎉 tidak ada negara maju tanpa pendidikan  yang baik,1 day ago,0
@meetinghadi3948,diskusi mewah !!!,3 hours ago,0
@enthungfondation1271,"Berasa kayak dengerin dosen dikelas, bahasanya berasa tinggi tapi tetep bisa dimengeri. Makasih pak gita pak purbaya.",1 day ago,1
@elprismzen3448,"Keren, dialog berimbang dari dua orang expert dan saling mengisi.",1 day ago,2
@StreamingMedanSaja,"Jurnal, penelitian, paper, buku.... Sesuatu yg mengisi pemikiran",11 hours ago,0
@gitar_muda,"Pak Gita  , Pak Purbaya, terimakasih",23 hours ago,1
@eldefirda,"2 orang yang pinter beneran, bisa menyederhanakan penjelasan ekonomi sehingga bisa dipahami orang awam. Terima kasih Pak Purbaya dan Pak Gita",1 day ago,0
@wirdana.,Pak Pur 👍🏻,21 minutes ago,0
@PreviewProfile-wh2xx,Great pak. Semoga Indonesia lebih maju.,3 hours ago,0
@astariputri5562,"Tolong lah bapak"" saya banyak berharap dari Bapak untuk menjadikan Indonesia dan Rakyatnya menjadi Negara Maju, Makasi Pak Gita dan Pak Purbaya.",8 hours ago,0
@khairunnissafajrin4771,Makasihhh pak udh undangg pak purbaya🎉 yeay,1 day ago,1
@dedyhermawan2961,Terimakasih Pak Gita. suguhan obrolan yang sangat bergizi. Kereeeenn,1 day ago,1
@gerardositorus2600,Bagus sekali podcastnya pak terimakasih,21 hours ago,0
@CausaPrime,"Dasyat, dari percakapan ini, gw sedikit sedikit bisa memahami isi kepala purbaya. Keren beneran ini orang bener2 detail!",1 day ago,0
@SamsulArifin-n2l,Materi podcast excellent,4 hours ago,0
@rudyh.6382,Luar biasa Podcast ini. isinya pemikiran patriotis negarawan sejati,1 day ago,1
@magdalenabachrul6779,"Sy cuma ibu rt. Dengerin obrolan ini bener2 gigit. Berisi. Jd tau bagaimana membaca situasi kondisi saat terjadi krisis atau situasi yg aman. 
Terimakasih sdh menghadirkan obrolan yg asik ini. ❤",7 hours ago,0
@TheBabamm,"Kayanua baru kali ini melihat Pak Gita mendapatkan ""Sparring Partner"" yang Sepadan! :)",23 hours ago,1
@rezkiy26,"ini baru podcast berkelas , kelas pak gita",20 hours ago,0
@srierna9757,"Sy bukan siapa2 tp kagum dg pak purbaya , pinter cerdas keren gada takut2",8 hours ago,0
@MitraAjiAlRasyid,Semoga pak Purbaya bisa bertahan lama untuk mewujudkan rencana-rencana terbaiknya,7 hours ago,0
@fajardm9304,Mantap ini......,1 day ago,1
@Designer7IMM,"baru kali ini denger orang ngobrol jarang ada eee eeee eeee eeee nya, bener2 full informasi ini obrolan",1 day ago,0
@Wisnusaja17,Pak Purbaya mencerdaskan kehidupan Bangsa,1 day ago,1
@duwiastt,berasa kuliah ekonomi berpuluh-puluh SKS nonton ini,9 hours ago,0
@aswinhadi,Mantabb. ❤❤  tks pk,11 hours ago,0
@Andikasaputra-iv4hp,"bukan basic ekonomi tapi aku nonton sampai habis, ini perbincangan berkelas",9 hours ago,0
@dweehasan4532,"Pak Gita,Pak Purbaya,thank you for this content,you make us learn. Love you smart n good people❤",4 hours ago,0
@chaerulmalik250,"Terimkasih banyak Pak Gita dan Pak Purbaya sangat supersekali diskusinya mantaap, Pak Gita wajib ada jilid dua nya neh dengan Pak Purbaya lagi👍👍👍👍",23 hours ago,1
@aditcast2285,Jd tau obrolan dalam negara,4 hours ago,0
@lolidoka-chan,"Aku gak paham semuanya, tetapi inilah yang sudah lama aku harapkan dari pejabat negeri ini, transparansi dan penjelasan.",18 hours ago,0
@ApriMansah-g8c,"merinding purrr, bismillah semoga sukses, terima kasih pak gita",1 day ago,1
@ryanramadhan5097,Menteri Keuangan ft. Menteri Perdagangan 👍🏻👍🏻,1 day ago,1
@romytaroreh5880,Mencerdaskan Bangsa dengan diskusi ini,1 day ago,1
@sitikomariyah2969,"Semoga nasib guru bisa lebih baik lagi, selama ini masih banyak guru yg diupah tidak layak, guru adalah garda terdepan bangsa... penentu masa depan bangsa...",21 hours ago,0
@kangMar-k2u,Pembicaraan yang sangat cerdas. anda bener² orang cerdas dan jawabannya selalu bisa diterima akal. jika semua mentri RI seperti beliau saya yakin NKRI akan menjadi negara maju dengan pesat,1 day ago,0
@TradingInShadows,Great moments and meaningful insights with Grandmaster Purbaya!,1 day ago,2
@heruaristya2505,Standing Aplauss... For Your Both..👍👍👍👍👍👍👍👍,3 hours ago,0
@danielsitorus7074,Berkelasss...podcast ini...respect Pak Gita,5 hours ago,0
@dikidam4644,"Pertama kalinya pantengin podcast tanpa jeda 1 setengah jam😅 luarbiasa 2 orang ini, the podcast ini.
Sangat² berkualitas. Terima kasih pak Gita dan tim endgame dan tentunya juga pak Purbaya❤❤❤❤❤❤",19 hours ago,0
@rikobagussetiyawan4565,"Tontonan yang sangat teramat mewah, dengan keahliannya dan dikemas sedemikian rupa, terimakasih bnyak Pak Gita dan Pak Purbaya",10 hours ago,0
@Kasaibu,"Pembicaraan yg sangat perlu masyarakat dengar, biar ikut pintar",22 hours ago,0
@emielshamsuddin7226,Super Keren❤,1 hour ago,0
@Jarcapt21,Fans pak Purbaya ❤❤,1 day ago,1
@iwan875,"Ekonom, sustainable pendidikan, iklim ekonomi = Peningkatan ekonomi Nasional

Cerdas💡",1 day ago,1
@belajarbersamayuk2,Obrolan seureum ekonom teoritis dan praktik,1 day ago,1
@justchillstud,"Aamiin..
Seru sekali diskusinya😅",4 hours ago,0
@wulingrespectpku909,Tontonan sangat ISTIMEWA dan gratiss makasih bnyak Om,22 hours ago,0
@santisarah1975,Dua sosok jenius yang luar biasa...,3 hours ago,0
@jonijonimaifren,Ini bukan hanya obrolan daging semua. Ini obrolan menteri semua.,1 day ago,0
@SupraptoSuprapto-m3q,"ini. podcast yang full daging, dua orang yang memahami teori dan praktek dilapangan...mantap pak Gita bisa mengulik Menkeu Purbaya, terimakasih pak..penjelasan runtut logis.!!!!!",1 day ago,0
@veruve937,senang sekali saya dengan pembicaraan ini,7 hours ago,0
@nianurhadi6603,Pendekar2 ekonomi yg ngobrol lain ya vibes nya❤❤❤,1 day ago,1
@irmahadimaliha222,Ini baru ahli ekonomi yg benar. Sesuai dg dasar ilmu ekonomi makro. Theori Adam Smith. Benar diaplikasi kan kebijakan fiskal ekonomi,14 hours ago,0
@triyosusilo811,"Ini baru sbg menkeu, apalagi kalo dikasih power yg lebih misal sbg menko, tentu target2nya lbh cepat terwujud.",19 hours ago,0
@jamiatulkhoir5178,Sehat dan barokah Pak Gita & Pak Purbaya,9 hours ago,0
@audiraa,W Pak Gita & Pak Purbaya,29 minutes ago,0
@amaranilalalita3531,Ini baru yg namanya  the podcast ❤,23 hours ago,0
@agoysy,Jenius beliau. Satu ahli yg jujur dapatmengubah sebuah negara.,5 hours ago,0
@Cukufalu,Mr Purbaya👍🏻👍🏻👍🏻🇮🇩,1 day ago,1
@NontonYouTube-w4j,Sangat daging semua..,23 hours ago,1
@Rumikkaavilla19,"Terima kasih Pak Gita , yang ditunggu akhirnya tayang juga 😊",13 hours ago,0
@imaa233,dua duanyaaa idolaku buangetttt!!!🤍🤍🤍🤍😍😻,11 hours ago,0
@newbie_gamers1162,mantappppp...semoga indonesiaku kedepan memiliki pemimpin yang sangat baik seperti anda,21 hours ago,0
@ahadquranindonesia,Poscast rasa cinema. Semakin pinter orang ditunjukkan dengan semakin sederhana bahasanya dan mudah dimengerti,1 day ago,0
@cuopdegrace,"Terimakasih pak gita dan pak purbaya, pembicaraan ini dapat menambah wawasan anak muda tentang perekonomian indonesia",20 hours ago,0
@kabutakoo,gw kalo harus bayar nonton ini juga akan bayar gilakkkkkkkk,1 day ago,1
@malikabdulaziiz3461,Tontonan yang Mencerdaskan.,21 hours ago,0
@FeCN4869,Terima kasih pak Purbaya dan pak Gita serta team endgame. Ini ilmu yang sangat mahal.,7 hours ago,0
@MizwarDjamily,"Selalu senang dan kepo kalo p. Purbaya d wawancarai,  dulu malas bgt kalo dengar ngomongin Ekonomi. P. Pur mirip pak Marie Muhammad",20 hours ago,1
@muhammadimam4189,Saya PLN dan Pak Purbaya sangat  update keadaan saat ini . Mantap!,7 hours ago,0
@ilhamsucahyono142,Indonesia berkah berkah berkah manfaat utk dunia akhirat.. amin,23 hours ago,0
@hexxa001,Baru kali ini ngidolain seseorang dari pemerintahan.,1 day ago,1
@irsadinsan4127,"Masyaallah luarr biasa obrolan ini.. Ada rasa beruntung bisa dengar,nonton.. Sehat sllu org2 pintar",1 day ago,0
@duniaharustahu_16,"lagi jaga warkop tiba tiba muncul diberanda podcast ini, ini yg dinamakan kesetaraan & keterbukaan pengetahuan. terimakasih pak gita & pak pur sehat & waras selalu",1 day ago,0
@ahmadfurqon910,The real MBG untuk otak 🙏🏼,20 hours ago,0
@gamerchetchet1288,Dua pakar bertemu...luar biasa,6 hours ago,0
@tridizzone5702,"Sangat mencerahkan..terima kasih pak Gita, pak purbaya",1 day ago,0
@kuachannelmgs,"Saya orang biasa, yang ga tahu apa apa, tapi sangat resep saat menyimak nya, kalau pak Purbaya saya memang baru kenal, tapi Gita sudah dari zaman Pa SBY ....Terima kasih kepada kedua bapak bapak...semoga sehat selalu.",1 day ago,0
@mohammadtatangsutisna5467,Terima kasih Pak Gita.,6 hours ago,0
@belajarbersamayuk2,Keren nih,1 day ago,1
@akhmadrizkimulyana,Saya karyawan dibawah sistem OS yg tidak jelas tapi saya mengerti dan menikmati obrolan ini,1 day ago,0
@reginarani934,"Cara Purbaya komunikasi, selalu terbaik. Bukan karena banyak kata-kata hebat. Tapi selalu sederhana dalam menjelaskan. Paham, tanpa ada makna ganda. Jelas. Tidak berbunga-bunga. Ya untuk ya. Tidak untuk tidak.

Orang cerdas adalah mereka yang dapat menyerderhanakan konsep yang kompleks. Purbaya mencontohkan itu.",1 day ago,0
@bambangwijonarko2596,"Full daging... kereennn....
Tokoh2 ekonom lndonesia...",10 hours ago,0
@joshualeppa6424,Pembicaraan yang sangat berbobot dan mendalam. Terimakasih Pak Gita dan Pak Purbaya 🙏,22 hours ago,0
@andhiwijaya208,"nonton podcast berkualitas, bravo indonesia maju",10 hours ago,0
@badogheula3024,Terima kasih,21 hours ago,0
@mymang.a4244,Top diskusinya,2 hours ago,0
@dimdadidam,"salut buat bini nya pak purbaya, cinta itu membuatmu berkembang bukan menjerumuskan",1 day ago,1
@nurissalisatulirsa,Pak Gita & Pak Purbaya dua tokoh yang obrolan nya sangat nyambung 🙌,10 hours ago,0
@BagusJuwantoro,Ini yg ditunggu 🎉🎉,1 day ago,1
@gongxintgk,"Sambil screen saham, sambil dengerin channel para ekonom ini.",23 hours ago,0
@budipranoto7489,"SALAH satu podcast yg SANGAT mengEDUKASI, SOLUTIG dan BERBOBOT, tidak menimbulkan DEBATEBLE, tak ada ADU URAT KEBODOHAN, tak ada yg MENDOMINASI. tidak ada yg MERASA PINTER tapi TELAH/DAPAT membuat KITA semakin PINTER. ❤",10 hours ago,0
@AchmadAbimanyuDjunaidi,kita butuh lebih banyak manusia seperti Pak Purbaya.,1 day ago,0
@a.r.i.n.t.o3857,Huh... Gurihhh. semoga negeri selalu terpelihara dengan kebijakan dan sumber daya yang tepat. Sehat selalu pak Gita dan pak Pur.,22 hours ago,0
@yayukyayuk5428,muantap,1 day ago,1
@kerrytilopinto2113,Thanks momentum is everything,1 day ago,0
@davidedward7883,Seru ini sesama pemikir ekonomi murni berbincang,11 hours ago,0
@amrafelharefa8061,"Wow terlalu mewahhh, bukan sembarang podcast. Terimakasih Pak Gita",1 day ago,1
@bobbyricardo9667,Terimakasih pak Gita Wirjawan..!!!,1 day ago,0
@sridharmayanti434,podcast terkereeen ❤,22 hours ago,0
@Ora_umum,Mentri keuangan dan mantan menteri keuangan. Misal ini wayang seperti percakapan dikayangan ekonomi❤❤,1 day ago,0
@agunglameng4250,obrolan mewah yang isinya daging premium semua,4 hours ago,0
@hiddenguy7731,"Pak Gita ini cara duduk dan bersikap saat ngobrol sangat amat berwibawa, gestur nya juga sangat memberikan statement bahwa Pak Gita ini orang yg berpendidikan sangat tinggi dan humble",1 day ago,0
@bosanjagakios,Kaget ternyata ada CC-nya dan rapi 😮 salut!,22 hours ago,0
@Trias_Politica,"Dua Ekonom panutan, tabarakallah",21 hours ago,0
@hennysuman7100,"Mantap pak Purbaya, tancap gas trus utk kemajuan NKRI. Terima kasih pak Gita atas podcastnya yg isinya daging semua. Smg kedua bapak ini diberi kesempatan utk ngejar para koruptor yg masih gentayangan dibumi pertiwi ini 🙏👍👍👍💪💪💪❤❤❤",21 hours ago,0
@OnwardChannel,Keren!,21 hours ago,0
@auranarachta4652,Kali ini Pak pur mendapat lawan bicara yang setara.. minim jokes nyeleneh2 ( spt ktk beliau bicara dgn org2 u know who.hehe). Irt here menonton sambil berharap anak2 bangsa indonesia kelak semakin banyak yg berkualitas spt mereka.aamiin,7 hours ago,0
@youtubecash7543,mantap ❤,2 hours ago,0
@ceritawawan,"Semakin semangat lanjut sampai S3.

Terima kasih Pak Gita
Terima kasih Pak Purbaya

Salam Hormat
🫡 🫡 🫡",2 hours ago,0
@deeyana9169,"Gak ada yg mudah,yg mahal dari pembentukan karakter adalah cerita perjalanannnya. Terimakasih pak gita",1 day ago,0
@chikhikmawan4874,"Seru kalaudua orang pinter bertemu dalam satu meja,,, daging semua,,",1 day ago,0
@imronofficial5214,SA-DEWA  Sang Dewa Ekonomi Indonesia 🔥🔥🔥,1 day ago,1
@Apriyatna_1,Obrolan yg sangat bermutu.. Good,1 day ago,0
@hilariusfirman5180,daging semua isi nya. makasih pak.,20 hours ago,0
@ravenkaigo327,sumatra pembangunannya jangan terlupakan well,1 day ago,1
@ahmadzakyuddin1700,Terima kasih telah menjaga asa itu tetap hidup...,20 hours ago,0
@aryanugraha5256,trmksh pak gita,11 hours ago,0
@tonyzal9708,"Podcast berisi padat wawasan , Bravo 👏🏼",17 hours ago,0
@myusufalfathih845,"Orang pintar vs orang pintar, obrolannya sangat membangun dan saling memberi pendapat yg baik, luar biasaa👍",22 hours ago,0
@sitinurfatimah3795,"Sehat selalu, Bapak Purbaya beserta keluarga. Semoga Alloh melindungi dan menjagamu.",1 day ago,0
@hendrikfransisda7570,"Terimakasih, Luar biasa energinya tersampaikan Pak Gita  😊",15 hours ago,0
@klithikpuspito1737,"Tks , sukses utk kita semuanya🙏",1 day ago,0
@archangel448,"Hadir, pembicaraannya membuat kita optimis untuk indonesia yang maju",23 hours ago,0
@terjemah_alquran,"setiap kali Pak Purbaya menjawab, kita melihat harapan",1 day ago,0
@kalecichannel,KEREN,1 day ago,1
@3Rianda.,Ya allah ya Tuhan ku panjang kan umur bapak² keren ini dan sehatkan mereka selalu dan permudah urusan mereka untuk membangun negara Indonesia ini ya allah... Amin,1 day ago,0
@ismardipiobang8725,"Satu setengah jam , sangat lama durasinya.. 
Kok saya sangat betah menyimaknya... ??
Terimaksih orang hebat,, trims pak gita, sdh menggalikan buat kita semua.",21 hours ago,0
@saifulgani8590,serasa kuliah ekonomi. terikasih pak atas ilmunya,9 hours ago,0
@theulungs,sehat -sehat pak purbaya dan pak gita,22 hours ago,0
@Mima-d5m,Nyir nonton yt malah suruh mikir niat mau hiburan.. tp mantap,5 hours ago,0
@riondul1544,wah..Baru ini ngefans sm Mentri..kereen bapak2 berdua,1 day ago,1
@LinaJamu-d8o,"Ibu rumah tangga dengarin ini sampai HBS.
Sehat selalu pak purbaya.",1 day ago,0
@harrybudisantoso3269,"Alhamdulillah Istimewah
Terima kasih Pak Purbaya dan Pak Gita ., Keep Inspiring",9 hours ago,0
@MuhamadAufaFakhrySomantri,right man in the right position,1 day ago,1
@muhammadassegaf2905,berasa dengerin 2 profesor bahas ekonomi negara dan internasional,7 hours ago,0
@Feb_Game88,"Obrolan berkelas,",22 hours ago,0
@benrpmalau8968,Tak akan kulewatkan satu video pun dari channel Pak Gita.,6 hours ago,0
@hakimkim-d7p,"Kelasss pak, Terimakasih Ilmunya, 
baru kali ini liat podcast full tanpa skip",12 hours ago (edited),0
@alfirdausdaus4404,Mantap pak purbaya.,1 day ago (edited),0
@RetroArdID,mantap pak isinya daging semua,1 day ago,0
@kevinrenaldy1244,"mata dan telinga serasa dipijat refleksi karena nonton ini, setelah capek nontonin banyak blunder pejabat lain",1 day ago,0
@sociogem,Nice insight.❤,21 hours ago,0
@ronybachtiar9688,2 orang pria istimewa yg saya hormati dan kagumi sedang berbincang2.,14 hours ago,0
@nodamekira8580,Pak Gita dan Pak Pur adalah orang2 religius sesungguhnya ❤,1 day ago,0
@misbahuzumaki7706,"Ko bangga ya saya dengarnya obrolan mereka 
. Demi Indonesia",23 hours ago,0
@husniamin5820,Podcast yg bermutu,17 hours ago,1
@muhammadfahmi6573,🔥🔥🔥,23 hours ago,2
@hernusa6,"Halo pak Gita. saya Dari Tarakan Kalimantan Utara. Saya mau mengucapkan Terimakasih sudah mengundang paak Purbaya. meminjam istilah dari bapak, Saya berharap ada Narasumber lain yang bisa memberikan Resiko pada masyarakat bukan ketidak pastian. Terimakasih banyak pak Saya suka sekali dengan video video bapak.",4 hours ago,0
@MachfudYundiardino,"Sehat2 Mr. President Prabowo, Pak Gita, Pak Purabaya dan orang2 baik lainnya... ameen..",1 day ago,0
@MariaMarthaDwika,"Tontonan yang menarik, mengedukasi dan ditunggu lagi Bapak endgame selanjutnya.",1 day ago,0
@adhicahyono9795,kuliah singkat ala Pak Pur dan Pak Gita 😍,13 hours ago,0
@hamdicetak4042,ada obrolan yang sangat dalam tentang gaji guru. semoga masa depan pendidikan indonesia kedepan lebih baik dengan guru yg kesejahteraan nya terjamin.,1 day ago,0
@chillwers1467,Harus viral yu bisa yu maju,1 day ago,0
@wisnuwijayaputra9360,Ini podcast terbaik,9 hours ago,0
@mr.storage928,Terima kasih atas seminar gratisnya Pak Gita,1 day ago,0
@BudiSarwono,Keterbukaan luar biasa pak purbaya,1 day ago,0
@dewiidawati229,Maa Syaa Allah keren..PAK PUR BUAT BUKU DONK.. BUAT GENERASI KEDEPAN BIAR BISA MENCONTOH ILMU & problem solving  BAPAK❤👍🏻👍🏻,22 hours ago (edited),0
@agusmuchitawati4396,Kolaborasi yg joossss... indonesia bangkit dr kepurukan... Allahu Akbar..,1 day ago,0
@rimeldainabuy1333,"Ngerasa pinter gue nntn ginian, nambah pengetahuan baru buat gue ❤️‍🔥",1 day ago,0
@pandawabs,"""Padahal mereka banyak yang melirik, tapi kita sendiri yang mempersulit."" Pada akhirnya ini soal mindset.",1 day ago,0
@Fridzmazon,ini pelajaran free 2 sks ekonomi mikro makro dan turunannnya,47 minutes ago,0
@ernikurniawati8857,Ibarat saya nonton wayang kulit gak gerti alur ceritanya tapi saya suka nonton,3 hours ago,0
@rroy6533,"Full daging, baru ini senang dengar isi kepala menkeu RI",22 hours ago,0
@amyjv7286,Keren!!!,22 hours ago,0
@ismardipiobang8725,"Satu setengah jam , sangat lama durasinya.. 
Kok saya sangat betah menyimaknya... ??
Terimaksih orang hebat,, trims pak gita, sdh menggalikan buat kita semua.",21 hours ago,0
@TaofikMuhammad,Podcast terpadat yang pernah saya dengar. Keren pak Pur dan Pak Gita,1 day ago,0
@winnyrizalpranata1465,"Daging Daging Daging.. Konten Super Gizi !!!

Ternyata selama ini kita kekurangan gizi..

Terima kasih Bapak Bapak 🙏🏻",20 hours ago,0
@BudiSantoso-zb7of,"Thank you Pak Gita Wiryawan, the clever, smart but so humble person.
Indonesia is badly need a person like you more than 1,000.",1 day ago,0
@andrilestari9819,Nyimak kuliah 2 sks full daging semua.,21 hours ago,0
@lonelysan,"teman2 yang menonton dan mendengarkan semoga literasinya bertambah,
dan membuat anda sekalian bisa lebih memahami dan bersikap.",23 hours ago,0
@andiburhan7317,Thanks pak Gita dan pak Pur,20 hours ago,0
@rhardiansyah,"Luar biasa nambah ilmu 1.5 jam terima kasih, Pak Gita dan Pak Pur, semoga Allah membalas kebaikan anda",1 day ago,0
@rachmakusuma,AAAA exclusive sekaliii ❤❤❤❤,2 hours ago,0
@Tambaisambalu,"Keren, ""ketidakpastian harus ditranslasikan menjadi risiko""",1 day ago,0
@siagantiwul8351,"ilmu top level 
rakyat jdi pinter",21 hours ago,0
@FunplayZone101,"Jangan sia""kan org kayak BJ habibie ini, Pak Purbaya penerus BJ habibie, orang pinter ini mah",1 day ago,0
@hatirhaters5011,mantapppp,21 hours ago,0
@lindaikhsanaqi9249,"Gk bisa sekali ntn sih ini, wajib rewatch",4 hours ago,0
@dwiarifcluwak,"gilakkkkkk ini tontonan kerennnn mewah, terima kasih pak gita terima kasih pak purbaya.....",1 day ago,0
@siswantowanto9023,Pokoknya liat vidio p Purbaya srneng,16 hours ago,0
@wisnuwardono9355,Senang dengan semangat Pak Menkeu. Semoga selalu amanah Pak.,1 day ago,0
@KamsriKamsri-u4h,terima kasih konten yang mencerdaskan,1 day ago,0
@harwantoharyodinomo9499,"Tq pencerahannya..
Goodjob..",23 hours ago,0
@aldisafar4896,Podcast terdagingggg❤❤❤,1 day ago,0
@triaddytv9096,Mari optimis utk Indonesia,22 hours ago,0
@Ellieendlessly,"Finance guys ❤ 
Sehat² ya kedua bapak ekonom",10 hours ago,0
@nurdinmaharyanto3224,Daging Waghyu iniii.... terima kasih utk ilmunyaa Pak Gita & Pak Pur..,7 hours ago,0
@rendyanggita1062,"Makasih  Pak Pur dan Pak Gita, perbincangan ini bisa menjadi turning point selanjutnya buat saya untuk mengevaluasi milestone saya saat ini. Terima Kasih banyak.",11 hours ago,0
@TambarmalumSagala-gn6gz,"Perbincangan bergizi,  seharusnya tertutup tapiv dibuka untuk rakyat.. SUPER..  ya Allah Lindungi orang orang yang mencintai NKRI ini..",1 day ago,0
@gaol_10,Great...  kita tetap berharap akan lahir Para Ekonom yang mencintai Indonesia ❤,1 day ago,0
@YuzarsifWQ,Krenn obrolan nya berkelas isinya menyongsong menuju Indonesia emas,1 day ago,0
@angelakloer3338,"banyak pe er pak purbaya, god bless & sehat sehat pak, juga untuk pak gita 🤲🤲",1 day ago,0
@AstaRadha,"Tolong bapak Purbaya dan bapak Presiden Prabowo, siapapun presidennya atau pemimpin negeri ini, tolong bantu tingkatkan SDM negeri ini agar anak cucu kelak bisa bertahan menghadapi masa depan negeri ini dan kedaulatan negeri ini",1 day ago (edited),1
@fifamobiletournament599,Suka sekali kalian berdua... Sehat sehat dan tetap idealis....,1 day ago,0
@Nopedop,Sangat berkualitas. Semoga Indonesia emas menjadi kenyataan,1 day ago,0
@norafebrinasitio9179,daging semua.. brilian,4 hours ago,0
@lunlunsan,"kereennn , top ini isi semua obrolannya terimakasih Pak Gita sudah undang Pak Purbaya, sehat selalu kalian untuk Indonesia",1 day ago,0
@firmanoktaf,Terima kasih bapak berdua,1 day ago,0
@SetelahBaca,Kita banyak belajar dari sini,20 hours ago,0
@ArjunPrayogaAji,Pak obrolan ini masih masuk untuk saya yang cuma lulusan s1.,5 hours ago,0
@chamimnet,rahasia yang selama ini rakyat tidak tahu,1 day ago,1
@coverid,"Saya bukan ekonom,tp ada dari part yg bisa dipahami dari istilah"" yg dipakai.
Next undang pak bahlil",2 hours ago,0
@Cholist13,Ampun suhu.. ❤❤❤❤ .. Visioner,1 day ago,0
@pengadaanasnprovsumsel2533,"mewah sekali ini pak gita tamu dan isi pembicaraan nya , terima kasih",1 day ago,0
@nonimandala7974,kerenn pakkk,22 hours ago,0
@mendot-id,"makasih pak gita dan pak yudhi, saya  belajar banyak hal baru lagi ini",1 day ago,0
@van3230,merinding nonton ini ih,10 hours ago,0
@sirojulmustikarana4862,"Tapi yang jelasss
Tapi begini yaaa 
❤❤❤",19 hours ago,0
@Rahasiaawaw,"amiin, yang terbaik untuk kita dan negara ini",1 day ago,0
@yogi_key,Wah ini sih obrolan langiiit ❤🎉,1 day ago,0
@wardanash460,"""MEREKA BANYAK YG MELIRIK,TAPI ORANG KITA YG MEMPERSULIT.....""

ITS TRUE",3 hours ago,0
@TheRozanz,"Sering-sering undang Pak Purbaya yaa pak, terutama membahas sektor Pendidikan.",1 day ago,0
@nenahafizh6155,"Rekam jejak kuliahnya jelas ,",7 hours ago,0
@bangonnyonny1926,Dapet ilmu tingkat tinggi pa gitanya kompeten sekali dalam menggali informasi 🎉,1 day ago,0
